"Intent","TrainPhrase"
positionRelationships.update,"{""en-US"": ""update talent partner administrator""}"
positionRelationships.update,"{""en-US"": ""remove talent partner administrator""}"
positionRelationships.update,"{""en-US"": ""assign payroll partner administrator""}"
positionRelationships.update,"{""en-US"": ""update payroll partner administrator""}"
positionRelationships.update,"{""en-US"": ""remove payroll partner administrator""}"
positionRelationships.update,"{""en-US"": ""assign compensation partner administrator""}"
positionRelationships.update,"{""en-US"": ""update compensation partner administrator""}"
positionRelationships.update,"{""en-US"": ""remove compensation partner administrator""}"
positionRelationships.update,"{""en-US"": ""assign time partner administrator""}"
positionRelationships.update,"{""en-US"": ""update time partner administrator""}"
positionRelationships.update,"{""en-US"": ""remove time partner administrator""}"
positionRelationships.update,"{""en-US"": ""assign tax partner administrator""}"
positionRelationships.update,"{""en-US"": ""update tax partner administrator""}"
positionRelationships.update,"{""en-US"": ""remove tax partner administrator""}"
positionRelationships.update,"{""en-US"": ""assign benefits partner administrator""}"
positionRelationships.update,"{""en-US"": ""update finance partner administrator""}"
positionRelationships.update,"{""en-US"": ""remove benefits partner administrator""}"
positionRelationships.update,"{""en-US"": ""assign dotted line reporting""}"
positionRelationships.update,"{""en-US"": ""update dotted line reporting""}"
promote,"{""en-US"": ""promote worker to another unit""}"
promote,"{""en-US"": ""promote my worker""}"
promote,"{""en-US"": ""give promotion worker""}"
promote,"{""en-US"": ""promotion to this worker""}"
promote,"{""en-US"": ""promote associate ""}"
promote,"{""en-US"": ""elevate worker""}"
promote,"{""en-US"": ""upgrade this worker""}"
promote,"{""en-US"": ""upgrade associate""}"
promote,"{""en-US"": ""increase worker""}"
promote,"{""en-US"": ""give a merit to Dan""}"
promote,"{""en-US"": ""provide merit to worker""}"
promote,"{""en-US"": ""give raise to Anthony""}"
promote,"{""en-US"": ""need to provide more money to associate""}"
promote,"{""en-US"": ""worker is to receive more merit""}"
promote,"{""en-US"": ""adjust Candice salary""}"
promote,"{""en-US"": ""increase worker salary""}"
promote,"{""en-US"": ""update Dan salary""}"
promote,"{""en-US"": ""improve associate payment""}"
question.detect,"{""en-US"": ""What is my e-mail?""}"
question.detect,"{""en-US"": ""Who is Boston Supervisor?""}"
question.detect,"{""en-US"": ""What languages Danny speaks?""}"
question.detect,"{""en-US"": ""Where did Teresa Brown studied?""}"
question.detect,"{""en-US"": ""Who is my supervisor?""}"
question.detect,"{""en-US"": ""What is my PersonID?""}"
question.detect,"{""en-US"": ""Where did Katherine graduated?""}"
question.detect,"{""en-US"": ""And Violet Cohen contacts?""}"
question.detect,"{""en-US"": ""What are my benefits?""}"
question.detect,"{""en-US"": ""Who is our region manager?""}"
question.detect,"{""en-US"": ""What is Teresa AssociateID?""}"
question.detect,"{""en-US"": ""What's Danny's salary?""}"
question.detect,"{""en-US"": ""Violet Cohen contacts?""}"
question.detect,"{""en-US"": ""Where Danny Ocean studied?""}"
question.detect,"{""en-US"": ""Which languages Teresa speaks?""}"
question.detect,"{""en-US"": ""Who is sales VP?""}"
question.detect,"{""en-US"": ""Who is Teresa Brown HR partner?""}"
question.detect,"{""en-US"": ""Who reports to me?""}"
question.detect,"{""en-US"": ""What is Corey email?""}"
question.detect,"{""en-US"": ""How many vacations days left I have?""}"
question.detect,"{""en-US"": ""What is Teresa phone number?""}"
question.detect,"{""en-US"": ""What is Teresa compensation?""}"
question.detect,"{""en-US"": ""What is my user name?""}"
question.detect,"{""en-US"": ""What is Anthony Albright phone number?""}"
question.detect,"{""en-US"": ""When was last time Danny Ocean took vacation?""}"
question.detect,"{""en-US"": ""What is my salary?""}"
question.detect,"{""en-US"": ""What are Violet Cohen contacts?""}"
question.detect,"{""en-US"": ""When last last time Teresa took vacation?""}"
question.detect,"{""en-US"": ""Who is New York supervisor?""}"
question.detect,"{""en-US"": ""What are the contacts of Violet?""}"
question.detect,"{""en-US"": ""Who is Danny Ocean compensation partner?""}"
question.detect,"{""en-US"": ""Is she married?""}"
question.detect,"{""en-US"": ""Is he single?""}"
question.detect,"{""en-US"": ""Is Teresa divorced?""}"
question.detect,"{""en-US"": ""How old is she?""}"
question.detect,"{""en-US"": ""How old is Danny Ocean?""}"
question.detect,"{""en-US"": ""How old am i?""}"
resign.revoke,"{""en-US"": ""revoke resign""}"
resign.revoke,"{""en-US"": ""revoke resignation""}"
resign.revoke,"{""en-US"": ""revoke worker resignation""}"
resign.revoke,"{""en-US"": ""drop worker departure""}"
resign.revoke,"{""en-US"": ""rvk resignation""}"
resign.revoke,"{""en-US"": ""drop associate resignation""}"
resign.revoke,"{""en-US"": ""abandon resignation""}"
resign.revoke,"{""en-US"": ""cancel worker retirement""}"
resign.revoke,"{""en-US"": ""drop resignation""}"
resign.revoke,"{""en-US"": ""revoke resignation""}"
resign.revoke,"{""en-US"": ""cancel resignation""}"
resign.revoke,"{""en-US"": ""revoke retirement""}"
resign.revoke,"{""en-US"": ""cancel retirement""}"
resign.revoke,"{""en-US"": ""cancel worker resignation""}"
smalltalk,"{""en-US"": ""Hi""}"
smalltalk,"{""en-US"": ""Hello""}"
smalltalk,"{""en-US"": ""Good morning""}"
smalltalk,"{""en-US"": ""How are you doing?""}"
smalltalk,"{""en-US"": ""Good evening e!""}"
smalltalk,"{""en-US"": ""Thank you!""}"
smalltalk,"{""en-US"": ""Well done!""}"
smalltalk,"{""en-US"": ""Nice to meet you!""}"
smalltalk,"{""en-US"": ""Hey!""}"
smalltalk,"{""en-US"": ""Howdy!""}"
smalltalk,"{""en-US"": ""Sorry""}"
smalltalk,"{""en-US"": ""Please""}"
smalltalk,"{""en-US"": ""Good bye!""}"
smalltalk,"{""en-US"": ""Bye!""}"
smalltalk,"{""en-US"": ""Who are you?""}"
team.create,"{""en-US"": ""Team create""}"
team.create,"{""en-US"": ""Create team""}"
team.create,"{""en-US"": ""new team""}"
team.create,"{""en-US"": ""make a new team""}"
team.create,"{""en-US"": ""pls new team""}"
team.create,"{""en-US"": ""creating team""}"
team.create,"{""en-US"": ""start new team""}"
team.create,"{""en-US"": ""start team""}"
team.create,"{""en-US"": ""generate a team""}"
team.create,"{""en-US"": ""add a new team""}"
team.create,"{""en-US"": ""add team""}"
team.join,"{""en-US"": ""Team join""}"
team.join,"{""en-US"": ""Join team""}"
team.join,"{""en-US"": ""Add me to a team""}"
team.join,"{""en-US"": ""Join paydata team""}"
team.join,"{""en-US"": ""join friends team""}"
team.join,"{""en-US"": ""enter a team""}"
team.join,"{""en-US"": ""subscribe team""}"
team.join,"{""en-US"": ""associate me to team""}"
team.join,"{""en-US"": ""follow team""}"
team.join,"{""en-US"": ""follow team HR""}"
team.join,"{""en-US"": ""joining a team""}"
team.leave,"{""en-US"": ""Leave team""}"
team.leave,"{""en-US"": ""team leave""}"
team.leave,"{""en-US"": ""Remove me to a team""}"
team.leave,"{""en-US"": ""leave HR team""}"
team.leave,"{""en-US"": ""leave Payroll team""}"
team.leave,"{""en-US"": ""unsubscribe team""}"
team.leave,"{""en-US"": ""drop team""}"
team.leave,"{""en-US"": ""quit team""}"
team.leave,"{""en-US"": ""abandon team""}"
team.leave,"{""en-US"": ""add team""}"
team.update,"{""en-US"": ""Team update""}"
team.update,"{""en-US"": ""Update team""}"
team.update,"{""en-US"": ""update a team""}"
team.update,"{""en-US"": ""make modifications to a team""}"
team.update,"{""en-US"": ""revise team""}"
team.update,"{""en-US"": ""updating team""}"
team.update,"{""en-US"": ""modif team""}"
team.update,"{""en-US"": ""make changes to team""}"
team.update,"{""en-US"": ""team changes""}"
termination.revoke,"{""en-US"": ""revoke terminate""}"
termination.revoke,"{""en-US"": ""revoke termination""}"
termination.revoke,"{""en-US"": ""revoke worker termination""}"
termination.revoke,"{""en-US"": ""drop worker termination""}"
termination.revoke,"{""en-US"": ""rvk termination""}"
termination.revoke,"{""en-US"": ""drop associate termination""}"
termination.revoke,"{""en-US"": ""abandon termination""}"
termination.revoke,"{""en-US"": ""drop termination""}"
transfer,"{""en-US"": ""transfer worker to another unit""}"
transfer,"{""en-US"": ""transfer my worker""}"
transfer,"{""en-US"": ""transfer worker""}"
transfer,"{""en-US"": ""transfer this worker""}"
transfer,"{""en-US"": ""send associate away""}"
transfer,"{""en-US"": ""transfer associate to another place""}"
transfer,"{""en-US"": ""transfer associate""}"
transfer,"{""en-US"": ""make transfer associate""}"
transfer,"{""en-US"": ""make transfer worker""}"
us.taxWithholding.update,"{""en-US"": ""W4 update""}"
us.taxWithholding.update,"{""en-US"": ""Tax details update""}"
us.taxWithholding.update,"{""en-US"": ""Filing status update""}"
us.taxWithholding.update,"{""en-US"": ""Tax returns update""}"
us.taxWithholding.update,"{""en-US"": ""Add W4""}"
us.taxWithholding.update,"{""en-US"": ""Add Tax details""}"
us.taxWithholding.update,"{""en-US"": ""Add Filing status""}"
us.taxWithholding.update,"{""en-US"": ""Add Tax filing""}"
us.taxWithholding.update,"{""en-US"": ""Add tax withholdings""}"
us.taxWithholding.update,"{""en-US"": ""Update tax withHoldings""}"
us.taxWithholding.update,"{""en-US"": ""change W4""}"
us.taxWithholding.update,"{""en-US"": ""change my taxes""}"
us.taxWithholding.update,"{""en-US"": ""my taxes w4""}"
us.taxWithholding.update,"{""en-US"": ""update filing status""}"
us.taxWithholding.update,"{""en-US"": ""Change my withholding""}"
us.taxWithholding.update,"{""en-US"": ""my withholding""}"
vendor.activate,"{""en-US"": ""activate third party""}"
vendor.activate,"{""en-US"": ""start merchant""}"
vendor.activate,"{""en-US"": ""start vendor""}"
vendor.activate,"{""en-US"": ""launch vendor""}"
vendor.activate,"{""en-US"": ""launch merchant""}"
vendor.activate,"{""en-US"": ""open third party""}"
vendor.activate,"{""en-US"": ""open third-party""}"
vendor.activate,"{""en-US"": ""switch on vendor""}"
vendor.activate,"{""en-US"": ""turn on merchant""}"
vendor.activate,"{""en-US"": ""init third-party""}"
vendor.activate,"{""en-US"": ""initiate third-party""}"
vendor.activate,"{""en-US"": ""activate vendor""}"
vendor.create,"{""en-US"": ""establish vendor""}"
vendor.create,"{""en-US"": ""set up merchant""}"
vendor.create,"{""en-US"": ""make third-party vendor""}"
vendor.create,"{""en-US"": ""make third-party""}"
vendor.create,"{""en-US"": ""include vendor""}"
vendor.create,"{""en-US"": ""add vendor""}"
vendor.create,"{""en-US"": ""create merchant""}"
vendor.create,"{""en-US"": ""start third-party""}"
vendor.create,"{""en-US"": ""new vendor""}"
vendor.create,"{""en-US"": ""I need to include new vendor""}"
vendor.create,"{""en-US"": ""make a new 3rd party""}"
vendor.create,"{""en-US"": ""add a new merchant""}"
vendor.create,"{""en-US"": ""create vendor""}"
vendor.create,"{""en-US"": ""new merchant""}"
vendor.create,"{""en-US"": ""vendor include""}"
vendor.create,"{""en-US"": ""set up new vendor""}"
vendor.deactivate,"{""en-US"": ""deactivate third-party""}"
vendor.deactivate,"{""en-US"": ""deactivate merchant""}"
vendor.deactivate,"{""en-US"": ""stop vendor""}"
vendor.deactivate,"{""en-US"": ""turn off merchant""}"
vendor.deactivate,"{""en-US"": ""shut off third-party""}"
vendor.deactivate,"{""en-US"": ""vendor inactivation""}"
vendor.deactivate,"{""en-US"": ""inactivate vendor""}"
vendor.deactivate,"{""en-US"": ""disconnect merchant""}"
vendor.deactivate,"{""en-US"": ""disable third-party""}"
vendor.deactivate,"{""en-US"": ""vendor deactivation""}"
vendor.deactivate,"{""en-US"": ""deactivate vendor""}"
vendor.delete,"{""en-US"": ""elim third-party""}"
vendor.delete,"{""en-US"": ""get rid of third-party""}"
vendor.delete,"{""en-US"": ""take away vendor third party""}"
vendor.delete,"{""en-US"": ""take away vendor""}"
vendor.delete,"{""en-US"": ""eliminate merchant""}"
vendor.delete,"{""en-US"": ""rem third-party""}"
vendor.delete,"{""en-US"": ""remove third-party""}"
vendor.delete,"{""en-US"": ""del vendor""}"
vendor.delete,"{""en-US"": ""delete vendor""}"
vendor.delete,"{""en-US"": ""eliminate 3rd party""}"
vendor.delete,"{""en-US"": ""eliminate vendor""}"
vendor.delete,"{""en-US"": ""remove vendor""}"
vendor.delete,"{""en-US"": ""rem vendor""}"
vendor.delete,"{""en-US"": ""delete merchant""}"
vendor.delete,"{""en-US"": ""get rid of a vendor""}"
vendor.delete,"{""en-US"": ""delete 3rd party""}"
vendor.update,"{""en-US"": ""adjust merchant""}"
vendor.update,"{""en-US"": ""correct merchant""}"
vendor.update,"{""en-US"": ""edit third-party vendor""}"
vendor.update,"{""en-US"": ""edit third-party""}"
vendor.update,"{""en-US"": ""adjust vendor""}"
vendor.update,"{""en-US"": ""modif merchant""}"
vendor.update,"{""en-US"": ""modify merchant""}"
vendor.update,"{""en-US"": ""change third-party vendor""}"
vendor.update,"{""en-US"": ""change third-party""}"
vendor.update,"{""en-US"": ""updt vendor""}"
vendor.update,"{""en-US"": ""update vendor""}"
view.job,"{""en-US"": ""review open position""}"
view.job,"{""en-US"": ""check out job listing""}"
view.job,"{""en-US"": ""see position""}"
view.job,"{""en-US"": ""look at posting""}"
view.job,"{""en-US"": ""view job""}"
view.job,"{""en-US"": ""read job description""}"
